Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Market Cap,PE Ratio,Beta,EPS,Forward PE,Revenue,Gross Profit,Operating Income,Net Income,Debt to Equity,Return on Equity (ROE),Current Ratio,Dividends Paid,Dividend Yield,Quarterly Revenue Growth,Analyst Recommendation,Target Price,Free Cash Flow,Operating Margin,Profit Margin,Cash Ratio,Quick Ratio,Price to Book Ratio,Enterprise Value,Total Debt,Total Assets,Total Equity,Beta (5Y),Annual Dividend Rate,Trailing Twelve Months (TTM) Revenue,Trailing Twelve Months (TTM) EBITDA,Trailing Twelve Months (TTM) Earnings
Facebook,META,5/18/2012,42.04999924,45.0,38.0,38.22999954,38.115242,573576400,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/21/2012,36.52999878,36.65999985,33.0,34.02999878,33.927845,168192700,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/22/2012,32.61000061,33.59000015,30.94000053,31.0,30.90694237,101786600,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/23/2012,31.37000084,32.5,31.36000061,32.0,31.90394211,73600000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/24/2012,32.95000076,33.20999908,31.77000046,33.02999878,32.93085098,50237200,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/25/2012,32.90000153,32.95000076,31.11000061,31.90999985,31.81421089,37149800,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/29/2012,31.47999954,31.69000053,28.64999962,28.84000015,28.7534256,78063400,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/30/2012,28.70000076,29.54999924,27.86000061,28.19000053,28.1053791,57267900,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,5/31/2012,28.54999924,29.67000008,26.82999992,29.60000038,29.51114655,111639200,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/1/2012,28.88999939,29.14999962,27.38999939,27.71999931,27.63678741,41855500,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/4/2012,27.20000076,27.64999962,26.44000053,26.89999962,26.81925011,35230300,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/5/2012,26.70000076,27.76000023,25.75,25.87000084,25.79234314,42473400,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/6/2012,26.06999969,27.17000008,25.52000046,26.80999947,26.7295208,61489200,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/7/2012,27.0,27.35000038,26.14999962,26.30999947,26.23101997,26159500,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/8/2012,26.54999924,27.76000023,26.44000053,27.10000038,27.01865005,38034000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/11/2012,27.18000031,28.06999969,26.84000015,27.01000023,26.92892075,28219600,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/12/2012,27.47999954,27.77000046,26.95999908,27.39999962,27.31774902,15816800,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/13/2012,27.65999985,28.10000038,27.10000038,27.27000046,27.18814087,17102800,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/14/2012,27.64999962,28.31999969,27.37999916,28.29000092,28.20507813,16855000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/15/2012,28.51000023,30.10000038,28.35000038,30.01000023,29.91991425,43563800,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/18/2012,29.95999908,32.08000183,29.40999985,31.40999985,31.31571198,42978900,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/19/2012,31.54000092,32.18000031,30.70000076,31.90999985,31.81421089,30849000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/20/2012,31.92000008,31.93000031,31.14999962,31.60000038,31.50514221,15553600,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/21/2012,31.67000008,32.5,31.51000023,31.84000015,31.74442101,21875300,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/22/2012,32.40999985,33.45000076,32.06000137,33.04999924,32.95078659,74834000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/25/2012,32.86000061,33.02000046,31.54999924,32.06000137,31.96376228,24352900,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/26/2012,32.68999863,33.43999863,32.5,33.09999847,33.00063324,24858700,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
Facebook,META,6/27/2012,32.45999908,32.90000153,31.89999962,32.22999954,32.133255,28568000,1470000000000.0,29.612986,1.216,19.56,23.738934,,,,51434000384.0,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1440000000000.0,37990998016.0,,,1.216,2.0,,,
