Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Market Cap,PE Ratio,Beta,EPS,Forward PE,Revenue,Gross Profit,Operating Income,Net Income,Debt to Equity,Return on Equity (ROE),Current Ratio,Dividends Paid,Dividend Yield,Quarterly Revenue Growth,Analyst Recommendation,Target Price,Free Cash Flow,Operating Margin,Profit Margin,Cash Ratio,Quick Ratio,Price to Book Ratio,Enterprise Value,Total Debt,Total Assets,Total Equity,Beta (5Y),Annual Dividend Rate,Trailing Twelve Months (TTM) Revenue,Trailing Twelve Months (TTM) EBITDA,Trailing Twelve Months (TTM) Earnings
Facebook,META,2012-05-18,42.04999924,45.0,38.0,38.22999954,38.115242,573576400,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-21,36.52999878,36.65999985,33.0,34.02999878,33.927845,168192700,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-22,32.61000061,33.59000015,30.94000053,31.0,30.90694237,101786600,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-23,31.37000084,32.5,31.36000061,32.0,31.90394211,73600000,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-24,32.95000076,33.20999908,31.77000046,33.02999878,32.93085098,50237200,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-25,32.90000153,32.95000076,31.11000061,31.90999985,31.81421089,37149800,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-29,31.47999954,31.69000053,28.64999962,28.84000015,28.7534256,78063400,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-30,28.70000076,29.54999924,27.86000061,28.19000053,28.1053791,57267900,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-05-31,28.54999924,29.67000008,26.82999992,29.60000038,29.51114655,111639200,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
Facebook,META,2012-06-01,28.88999939,29.14999962,27.38999939,27.71999931,27.63678741,41855500,1465350000000,29.612986,1.216,19.56,23.738934,,,,51434000384,24.235,0.35375,2.83,0.5,0.0035,0.221,buy,601.58,32011874304,0.38105,0.34339002,,2.688,9.359326,1439440000000,37990998016,,,1.216,2.0,,,
